Deterministic, Owner, OTP_AHC_V01_Default_Value, OTP Address Name, AHB Address Name, AHB Read Value, OTP DataBase Value
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO9_INEN_65,GPIO_GCB_IO_CONDITIONER_IN_CFG5.CONDITIONER_GPIO9_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO10_INEN_65,GPIO_GCB_IO_CONDITIONER_IN_CFG5.CONDITIONER_GPIO10_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO11_INEN_65,GPIO_GCB_IO_CONDITIONER_IN_CFG5.CONDITIONER_GPIO11_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO12_INEN_65,GPIO_GCB_IO_CONDITIONER_IN_CFG5.CONDITIONER_GPIO12_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO13_INEN_65,GPIO_GCB_IO_CONDITIONER_IN_CFG5.CONDITIONER_GPIO13_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO14_INEN_65,GPIO_GCB_IO_CONDITIONER_IN_CFG5.CONDITIONER_GPIO14_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO15_INEN_65,GPIO_GCB_IO_CONDITIONER_IN_CFG5.CONDITIONER_GPIO15_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO16_INEN_66,GPIO_GCB_IO_CONDITIONER_IN_CFG6.CONDITIONER_GPIO16_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO17_INEN_66,GPIO_GCB_IO_CONDITIONER_IN_CFG6.CONDITIONER_GPIO17_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO18_INEN_66,GPIO_GCB_IO_CONDITIONER_IN_CFG6.CONDITIONER_GPIO18_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO19_INEN_66,GPIO_GCB_IO_CONDITIONER_IN_CFG6.CONDITIONER_GPIO19_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO20_INEN_66,GPIO_GCB_IO_CONDITIONER_IN_CFG6.CONDITIONER_GPIO20_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO21_INEN_66,GPIO_GCB_IO_CONDITIONER_IN_CFG6.CONDITIONER_GPIO21_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO22_INEN_66,GPIO_GCB_IO_CONDITIONER_IN_CFG6.CONDITIONER_GPIO22_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO23_INEN_66,GPIO_GCB_IO_CONDITIONER_IN_CFG6.CONDITIONER_GPIO23_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO24_INEN_67,GPIO_GCB_IO_CONDITIONER_IN_CFG7.CONDITIONER_GPIO24_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO25_INEN_67,GPIO_GCB_IO_CONDITIONER_IN_CFG7.CONDITIONER_GPIO25_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_GPIO26_INEN_67,GPIO_GCB_IO_CONDITIONER_IN_CFG7.CONDITIONER_GPIO26_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_SCRASH_L_INEN_67,GPIO_GCB_IO_CONDITIONER_IN_CFG7.CONDITIONER_SCRASH_L_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_CRASH_L_INEN_67,GPIO_GCB_IO_CONDITIONER_IN_CFG7.CONDITIONER_CRASH_L_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_SHDN_INEN_67,GPIO_GCB_IO_CONDITIONER_IN_CFG7.CONDITIONER_SHDN_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_RESET_IN0_INEN_68,GPIO_GCB_IO_CONDITIONER_IN_CFG8.CONDITIONER_RESET_IN0_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_RESET_IN1_INEN_68,GPIO_GCB_IO_CONDITIONER_IN_CFG8.CONDITIONER_RESET_IN1_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_RESET_IN2_INEN_68,GPIO_GCB_IO_CONDITIONER_IN_CFG8.CONDITIONER_RESET_IN2_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_RESET_IN3_INEN_68,GPIO_GCB_IO_CONDITIONER_IN_CFG8.CONDITIONER_RESET_IN3_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_LDO1_EN_INEN_68,GPIO_GCB_IO_CONDITIONER_IN_CFG8.CONDITIONER_LDO1_EN_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_VBUS_DETECT_INEN_68,GPIO_GCB_IO_CONDITIONER_IN_CFG8.CONDITIONER_VBUS_DETECT_INEN,1,1,
Default,CHIPLEAD,1,OTP_GPIO_CONDITIONER_REQUEST_DFU_INEN_68,GPIO_GCB_IO_CONDITIONER_IN_CFG8.CONDITIONER_REQUEST_DFU_INEN,1,1,
Default,DESIGN,0,OTP_GPIO_GPIO_DEB_MASK_69,GPIO_GCB_GLOBAL_CONFIG.GPIO_DEB_MASK,0,0,
Default,DESIGN,0,OTP_GPIO_BTN_DEB_MASK_69,GPIO_GCB_GLOBAL_CONFIG.BTN_DEB_MASK,0,0,
Default,DESIGN,0,OTP_GPIO_RIN_DEB_MASK_69,GPIO_GCB_GLOBAL_CONFIG.RIN_DEB_MASK,0,0,
Default,DESIGN,0,OTP_GPIO_SHDN_DEB_MASK_69,GPIO_GCB_GLOBAL_CONFIG.SHDN_DEB_MASK,0,0,
Default,DESIGN,0,OTP_GPIO_REQDFU_DEB_MASK_69,GPIO_GCB_GLOBAL_CONFIG.REQDFU_DEB_MASK,0,0,
Default,DESIGN,0,OTP_GPIO_VDDIO_1V2_1V8_SUPPLY_69,GPIO_GCB_GLOBAL_CONFIG.VDDIO_1V2_1V8_SUPPLY,0,0,
Default,DESIGN,1,OTP_GPIO_VDDIO_1V2_1V8_VOLTAGE_69,GPIO_GCB_GLOBAL_CONFIG.VDDIO_1V2_1V8_VOLTAGE,1,1,
Default,SYSTEM,0,OTP_GPIO_FCRASH_L_OVERLOAD_EN_70,GPIO_GCB_OVERLOAD_CFG.FCRASH_L_OVERLOAD_EN,0,0,
Default,SYSTEM,2,OTP_GPIO_OTP_SEL_PUPD_71,GPIO_GCB_OTP_SEL_CFG.OTP_SEL_PUPD,2,2,
Default,SYSTEM,0,OTP_GPIO_OTP_SEL_SUPPLY_71,GPIO_GCB_OTP_SEL_CFG.OTP_SEL_SUPPLY,0,0,
Default,SYSTEM,1,OTP_GPIO_GPIO0_DEB_72,GPIO_GCB_GPIO0_CFG1.GPIO0_DEB,1,1,
Default,SYSTEM,3,OTP_GPIO_GPIO0_SUPPLY_72,GPIO_GCB_GPIO0_CFG1.GPIO0_SUPPLY,3,3,
Default,SYSTEM,5,OTP_GPIO_GPIO0_DRV_72,GPIO_GCB_GPIO0_CFG1.GPIO0_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_GPIO1_DEB_73,GPIO_GCB_GPIO1_CFG1.GPIO1_DEB,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO1_SUPPLY_73,GPIO_GCB_GPIO1_CFG1.GPIO1_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO1_DRV_73,GPIO_GCB_GPIO1_CFG1.GPIO1_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_GPIO2_DEB_74,GPIO_GCB_GPIO2_CFG1.GPIO2_DEB,2,2,
Default,SYSTEM,3,OTP_GPIO_GPIO2_SUPPLY_74,GPIO_GCB_GPIO2_CFG1.GPIO2_SUPPLY,3,3,
Default,SYSTEM,5,OTP_GPIO_GPIO2_DRV_74,GPIO_GCB_GPIO2_CFG1.GPIO2_DRV,5,5,
Default,SYSTEM,1,OTP_GPIO_GPIO3_DEB_75,GPIO_GCB_GPIO3_CFG1.GPIO3_DEB,1,1,
Default,SYSTEM,3,OTP_GPIO_GPIO3_SUPPLY_75,GPIO_GCB_GPIO3_CFG1.GPIO3_SUPPLY,3,3,
Default,SYSTEM,5,OTP_GPIO_GPIO3_DRV_75,GPIO_GCB_GPIO3_CFG1.GPIO3_DRV,5,5,
Default,SYSTEM,1,OTP_GPIO_GPIO4_DEB_76,GPIO_GCB_GPIO4_CFG1.GPIO4_DEB,1,1,
Default,SYSTEM,3,OTP_GPIO_GPIO4_SUPPLY_76,GPIO_GCB_GPIO4_CFG1.GPIO4_SUPPLY,3,3,
Default,SYSTEM,5,OTP_GPIO_GPIO4_DRV_76,GPIO_GCB_GPIO4_CFG1.GPIO4_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_GPIO5_DEB_77,GPIO_GCB_GPIO5_CFG1.GPIO5_DEB,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO5_SUPPLY_77,GPIO_GCB_GPIO5_CFG1.GPIO5_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO5_DRV_77,GPIO_GCB_GPIO5_CFG1.GPIO5_DRV,5,5,
Default,SYSTEM,1,OTP_GPIO_GPIO6_DEB_78,GPIO_GCB_GPIO6_CFG1.GPIO6_DEB,1,1,
Default,SYSTEM,0,OTP_GPIO_GPIO6_SUPPLY_78,GPIO_GCB_GPIO6_CFG1.GPIO6_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO6_DRV_78,GPIO_GCB_GPIO6_CFG1.GPIO6_DRV,5,5,
Default,SYSTEM,1,OTP_GPIO_GPIO7_DEB_79,GPIO_GCB_GPIO7_CFG1.GPIO7_DEB,1,1,
Default,SYSTEM,3,OTP_GPIO_GPIO7_SUPPLY_79,GPIO_GCB_GPIO7_CFG1.GPIO7_SUPPLY,3,3,
Default,SYSTEM,5,OTP_GPIO_GPIO7_DRV_79,GPIO_GCB_GPIO7_CFG1.GPIO7_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_GPIO8_DEB_80,GPIO_GCB_GPIO8_CFG1.GPIO8_DEB,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO8_SUPPLY_80,GPIO_GCB_GPIO8_CFG1.GPIO8_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO8_DRV_80,GPIO_GCB_GPIO8_CFG1.GPIO8_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO9_DEB_81,GPIO_GCB_GPIO9_CFG1.GPIO9_DEB,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_SUPPLY_81,GPIO_GCB_GPIO9_CFG1.GPIO9_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO9_DRV_81,GPIO_GCB_GPIO9_CFG1.GPIO9_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO10_DEB_82,GPIO_GCB_GPIO10_CFG1.GPIO10_DEB,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO10_SUPPLY_82,GPIO_GCB_GPIO10_CFG1.GPIO10_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO10_DRV_82,GPIO_GCB_GPIO10_CFG1.GPIO10_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO11_DEB_83,GPIO_GCB_GPIO11_CFG1.GPIO11_DEB,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO11_SUPPLY_83,GPIO_GCB_GPIO11_CFG1.GPIO11_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO11_DRV_83,GPIO_GCB_GPIO11_CFG1.GPIO11_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO12_DEB_84,GPIO_GCB_GPIO12_CFG1.GPIO12_DEB,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO12_SUPPLY_84,GPIO_GCB_GPIO12_CFG1.GPIO12_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO12_DRV_84,GPIO_GCB_GPIO12_CFG1.GPIO12_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO13_DEB_85,GPIO_GCB_GPIO13_CFG1.GPIO13_DEB,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO13_SUPPLY_85,GPIO_GCB_GPIO13_CFG1.GPIO13_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO13_DRV_85,GPIO_GCB_GPIO13_CFG1.GPIO13_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_GPIO14_DEB_86,GPIO_GCB_GPIO14_CFG1.GPIO14_DEB,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO14_SUPPLY_86,GPIO_GCB_GPIO14_CFG1.GPIO14_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO14_DRV_86,GPIO_GCB_GPIO14_CFG1.GPIO14_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO15_DEB_87,GPIO_GCB_GPIO15_CFG1.GPIO15_DEB,0,0,
Default,SYSTEM,1,OTP_GPIO_GPIO15_SUPPLY_87,GPIO_GCB_GPIO15_CFG1.GPIO15_SUPPLY,1,1,
Default,SYSTEM,5,OTP_GPIO_GPIO15_DRV_87,GPIO_GCB_GPIO15_CFG1.GPIO15_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO16_DEB_88,GPIO_GCB_GPIO16_CFG1.GPIO16_DEB,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO16_SUPPLY_88,GPIO_GCB_GPIO16_CFG1.GPIO16_SUPPLY,3,3,
Default,SYSTEM,5,OTP_GPIO_GPIO16_DRV_88,GPIO_GCB_GPIO16_CFG1.GPIO16_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO17_DEB_89,GPIO_GCB_GPIO17_CFG1.GPIO17_DEB,0,0,
Default,SYSTEM,1,OTP_GPIO_GPIO17_SUPPLY_89,GPIO_GCB_GPIO17_CFG1.GPIO17_SUPPLY,1,1,
Default,SYSTEM,5,OTP_GPIO_GPIO17_DRV_89,GPIO_GCB_GPIO17_CFG1.GPIO17_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO18_DEB_90,GPIO_GCB_GPIO18_CFG1.GPIO18_DEB,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO18_SUPPLY_90,GPIO_GCB_GPIO18_CFG1.GPIO18_SUPPLY,3,3,
Default,SYSTEM,5,OTP_GPIO_GPIO18_DRV_90,GPIO_GCB_GPIO18_CFG1.GPIO18_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_GPIO19_DEB_91,GPIO_GCB_GPIO19_CFG1.GPIO19_DEB,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO19_SUPPLY_91,GPIO_GCB_GPIO19_CFG1.GPIO19_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO19_DRV_91,GPIO_GCB_GPIO19_CFG1.GPIO19_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_GPIO20_DEB_92,GPIO_GCB_GPIO20_CFG1.GPIO20_DEB,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO20_SUPPLY_92,GPIO_GCB_GPIO20_CFG1.GPIO20_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO20_DRV_92,GPIO_GCB_GPIO20_CFG1.GPIO20_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO21_DEB_93,GPIO_GCB_GPIO21_CFG1.GPIO21_DEB,0,0,
Default,SYSTEM,1,OTP_GPIO_GPIO21_SUPPLY_93,GPIO_GCB_GPIO21_CFG1.GPIO21_SUPPLY,1,1,
Default,SYSTEM,5,OTP_GPIO_GPIO21_DRV_93,GPIO_GCB_GPIO21_CFG1.GPIO21_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_GPIO22_DEB_94,GPIO_GCB_GPIO22_CFG1.GPIO22_DEB,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO22_SUPPLY_94,GPIO_GCB_GPIO22_CFG1.GPIO22_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO22_DRV_94,GPIO_GCB_GPIO22_CFG1.GPIO22_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO23_DEB_95,GPIO_GCB_GPIO23_CFG1.GPIO23_DEB,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO23_SUPPLY_95,GPIO_GCB_GPIO23_CFG1.GPIO23_SUPPLY,3,3,
Default,SYSTEM,5,OTP_GPIO_GPIO23_DRV_95,GPIO_GCB_GPIO23_CFG1.GPIO23_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO24_DEB_96,GPIO_GCB_GPIO24_CFG1.GPIO24_DEB,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO24_SUPPLY_96,GPIO_GCB_GPIO24_CFG1.GPIO24_SUPPLY,3,3,
Default,SYSTEM,5,OTP_GPIO_GPIO24_DRV_96,GPIO_GCB_GPIO24_CFG1.GPIO24_DRV,5,5,
Default,SYSTEM,0,OTP_GPIO_GPIO25_DEB_97,GPIO_GCB_GPIO25_CFG1.GPIO25_DEB,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO25_SUPPLY_97,GPIO_GCB_GPIO25_CFG1.GPIO25_SUPPLY,0,0,
Default,SYSTEM,5,OTP_GPIO_GPIO25_DRV_97,GPIO_GCB_GPIO25_CFG1.GPIO25_DRV,5,5,
Default,SYSTEM,2,OTP_GPIO_GPIO26_DEB_98,GPIO_GCB_GPIO26_CFG1.GPIO26_DEB,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO26_SUPPLY_98,GPIO_GCB_GPIO26_CFG1.GPIO26_SUPPLY,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO26_DRV_98,GPIO_GCB_GPIO26_CFG1.GPIO26_DRV,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO0_WKUP_LVL_99,GPIO_GCB_GPIO0_CFG2.GPIO0_WKUP_LVL,0,0,
Default,SYSTEM,2,OTP_GPIO_GPIO0_PUPD_99,GPIO_GCB_GPIO0_CFG2.GPIO0_PUPD,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO0_IOTYPE_99,GPIO_GCB_GPIO0_CFG2.GPIO0_IOTYPE,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO0_IOCONFIG_99,GPIO_GCB_GPIO0_CFG2.GPIO0_IOCONFIG,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO1_WKUP_LVL_100,GPIO_GCB_GPIO1_CFG2.GPIO1_WKUP_LVL,0,0,
Default,SYSTEM,2,OTP_GPIO_GPIO1_PUPD_100,GPIO_GCB_GPIO1_CFG2.GPIO1_PUPD,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO1_IOTYPE_100,GPIO_GCB_GPIO1_CFG2.GPIO1_IOTYPE,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO1_IOCONFIG_100,GPIO_GCB_GPIO1_CFG2.GPIO1_IOCONFIG,3,3,
Default,SYSTEM,0,OTP_GPIO_GPIO2_WKUP_LVL_101,GPIO_GCB_GPIO2_CFG2.GPIO2_WKUP_LVL,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO2_PUPD_101,GPIO_GCB_GPIO2_CFG2.GPIO2_PUPD,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO2_IOTYPE_101,GPIO_GCB_GPIO2_CFG2.GPIO2_IOTYPE,3,3,
Default,SYSTEM,0,OTP_GPIO_GPIO2_IOCONFIG_101,GPIO_GCB_GPIO2_CFG2.GPIO2_IOCONFIG,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO3_WKUP_LVL_102,GPIO_GCB_GPIO3_CFG2.GPIO3_WKUP_LVL,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO3_PUPD_102,GPIO_GCB_GPIO3_CFG2.GPIO3_PUPD,0,0,
Default,SYSTEM,1,OTP_GPIO_GPIO3_IOTYPE_102,GPIO_GCB_GPIO3_CFG2.GPIO3_IOTYPE,1,1,
Default,SYSTEM,0,OTP_GPIO_GPIO3_IOCONFIG_102,GPIO_GCB_GPIO3_CFG2.GPIO3_IOCONFIG,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO4_WKUP_LVL_103,GPIO_GCB_GPIO4_CFG2.GPIO4_WKUP_LVL,0,0,
Default,SYSTEM,1,OTP_GPIO_GPIO4_PUPD_103,GPIO_GCB_GPIO4_CFG2.GPIO4_PUPD,1,1,
Default,SYSTEM,4,OTP_GPIO_GPIO4_IOTYPE_103,GPIO_GCB_GPIO4_CFG2.GPIO4_IOTYPE,4,4,
Default,SYSTEM,0,OTP_GPIO_GPIO4_IOCONFIG_103,GPIO_GCB_GPIO4_CFG2.GPIO4_IOCONFIG,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO5_WKUP_LVL_104,GPIO_GCB_GPIO5_CFG2.GPIO5_WKUP_LVL,0,0,
Default,SYSTEM,2,OTP_GPIO_GPIO5_PUPD_104,GPIO_GCB_GPIO5_CFG2.GPIO5_PUPD,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO5_IOTYPE_104,GPIO_GCB_GPIO5_CFG2.GPIO5_IOTYPE,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO5_IOCONFIG_104,GPIO_GCB_GPIO5_CFG2.GPIO5_IOCONFIG,3,3,
Default,SYSTEM,1,OTP_GPIO_GPIO6_WKUP_LVL_105,GPIO_GCB_GPIO6_CFG2.GPIO6_WKUP_LVL,1,1,
Default,SYSTEM,0,OTP_GPIO_GPIO6_PUPD_105,GPIO_GCB_GPIO6_CFG2.GPIO6_PUPD,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO6_IOTYPE_105,GPIO_GCB_GPIO6_CFG2.GPIO6_IOTYPE,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO6_IOCONFIG_105,GPIO_GCB_GPIO6_CFG2.GPIO6_IOCONFIG,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO7_WKUP_LVL_106,GPIO_GCB_GPIO7_CFG2.GPIO7_WKUP_LVL,0,0,
Default,SYSTEM,1,OTP_GPIO_GPIO7_PUPD_106,GPIO_GCB_GPIO7_CFG2.GPIO7_PUPD,1,1,
Default,SYSTEM,4,OTP_GPIO_GPIO7_IOTYPE_106,GPIO_GCB_GPIO7_CFG2.GPIO7_IOTYPE,4,4,
Default,SYSTEM,0,OTP_GPIO_GPIO7_IOCONFIG_106,GPIO_GCB_GPIO7_CFG2.GPIO7_IOCONFIG,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO8_WKUP_LVL_107,GPIO_GCB_GPIO8_AWAKE_CFG2.GPIO8_WKUP_LVL,0,0,
Default,SYSTEM,2,OTP_GPIO_GPIO8_PUPD_107,GPIO_GCB_GPIO8_AWAKE_CFG2.GPIO8_PUPD,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO8_IOTYPE_107,GPIO_GCB_GPIO8_AWAKE_CFG2.GPIO8_IOTYPE,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO8_IOCONFIG_107,GPIO_GCB_GPIO8_AWAKE_CFG2.GPIO8_IOCONFIG,3,3,
Default,SYSTEM,0,OTP_GPIO_GPIO8_WKUP_LVL_108,GPIO_GCB_GPIO8_SLP_CFG2.GPIO8_WKUP_LVL,0,0,
Default,SYSTEM,2,OTP_GPIO_GPIO8_PUPD_108,GPIO_GCB_GPIO8_SLP_CFG2.GPIO8_PUPD,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO8_IOTYPE_108,GPIO_GCB_GPIO8_SLP_CFG2.GPIO8_IOTYPE,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO8_IOCONFIG_108,GPIO_GCB_GPIO8_SLP_CFG2.GPIO8_IOCONFIG,3,3,
Default,SYSTEM,0,OTP_GPIO_GPIO8_WKUP_LVL_109,GPIO_GCB_GPIO8_OFF_CFG2.GPIO8_WKUP_LVL,0,0,
Default,SYSTEM,2,OTP_GPIO_GPIO8_PUPD_109,GPIO_GCB_GPIO8_OFF_CFG2.GPIO8_PUPD,2,2,
Default,SYSTEM,0,OTP_GPIO_GPIO8_IOTYPE_109,GPIO_GCB_GPIO8_OFF_CFG2.GPIO8_IOTYPE,0,0,
Default,SYSTEM,3,OTP_GPIO_GPIO8_IOCONFIG_109,GPIO_GCB_GPIO8_OFF_CFG2.GPIO8_IOCONFIG,3,3,
Default,SYSTEM,0,OTP_GPIO_GPIO9_WKUP_LVL_110,GPIO_GCB_GPIO9_AWAKE_CFG2.GPIO9_WKUP_LVL,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_PUPD_110,GPIO_GCB_GPIO9_AWAKE_CFG2.GPIO9_PUPD,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_IOTYPE_110,GPIO_GCB_GPIO9_AWAKE_CFG2.GPIO9_IOTYPE,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_IOCONFIG_110,GPIO_GCB_GPIO9_AWAKE_CFG2.GPIO9_IOCONFIG,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_WKUP_LVL_111,GPIO_GCB_GPIO9_SLP_CFG2.GPIO9_WKUP_LVL,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_PUPD_111,GPIO_GCB_GPIO9_SLP_CFG2.GPIO9_PUPD,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_IOTYPE_111,GPIO_GCB_GPIO9_SLP_CFG2.GPIO9_IOTYPE,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_IOCONFIG_111,GPIO_GCB_GPIO9_SLP_CFG2.GPIO9_IOCONFIG,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_WKUP_LVL_112,GPIO_GCB_GPIO9_OFF_CFG2.GPIO9_WKUP_LVL,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_PUPD_112,GPIO_GCB_GPIO9_OFF_CFG2.GPIO9_PUPD,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_IOTYPE_112,GPIO_GCB_GPIO9_OFF_CFG2.GPIO9_IOTYPE,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO9_IOCONFIG_112,GPIO_GCB_GPIO9_OFF_CFG2.GPIO9_IOCONFIG,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO10_WKUP_LVL_113,GPIO_GCB_GPIO10_AWAKE_CFG2.GPIO10_WKUP_LVL,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO10_PUPD_113,GPIO_GCB_GPIO10_AWAKE_CFG2.GPIO10_PUPD,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO10_IOTYPE_113,GPIO_GCB_GPIO10_AWAKE_CFG2.GPIO10_IOTYPE,0,0,
Default,SYSTEM,1,OTP_GPIO_GPIO10_IOCONFIG_113,GPIO_GCB_GPIO10_AWAKE_CFG2.GPIO10_IOCONFIG,1,1,
Default,SYSTEM,0,OTP_GPIO_GPIO10_WKUP_LVL_114,GPIO_GCB_GPIO10_SLP_CFG2.GPIO10_WKUP_LVL,0,0,
Default,SYSTEM,0,OTP_GPIO_GPIO10_PUPD_114,GPIO_GCB_GPIO10_SLP_CFG2.GPIO10_PUPD,0,0,
