DTTimesetBasicSheet,version=2.3:platform=Jaguar:toprow=-1:leftcol=-1:rightcol=-1	Time Sets (Basic)																	
																		
	Timing Mode:	Dual		Master Timeset Name:														
	TSETCAPTR	0.0000001	MTP_I2C0_SCL		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	MTP_I2C0_SDA		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	MTP_SPI0_MISO		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	MTP_SPI0_MOSI		i/o	PAT	RL	0	0.00000005	0.00000009		Off				Auto		
	TSETCAPTR	0.0000001	MTP_SPI0_SCLK		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NAND_SYS_CLK		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	NUB_CLK_OUT0		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_CLK_OUT1		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_DBGWRAP_TEST		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_DOCK_CONNECT		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO0		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO10		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO11		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO12		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO13		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO14		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO15		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO1		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO2		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO3		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO4		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO5		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO6		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO7		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO8		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SCM_IO9		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SPMI0_SCLK		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SPMI0_SDATA		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SPMI1_SCLK		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SPMI1_SDATA		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SWD_TCK_OUT0		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SWD_TCK_OUT1		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SWD_TMS0		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SWD_TMS1		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	NUB_SWD_TMS2		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	RT_CLK32768		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SENSOR0_CLK		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SENSOR1_CLK		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SEP_STORAGE_WP		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SGPIO0		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SGPIO1		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SGPIO2		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SI2C0_SCL		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SI2C0_SDA		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SMC_I2CM0_SCL		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	SMC_I2CM0_SDA		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	SMC_I2CM1_SCL		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	SMC_I2CM1_SDA		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	SMC_I2CM2_SCL		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	SMC_I2CM2_SDA		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	SOCHOT1		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI1_MISO		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI1_MOSI		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI1_SCLK		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI1_SSIN		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI2_MISO		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI2_MOSI		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI2_SCLK		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI2_SSIN		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI3_MISO		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI3_MOSI		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI3_SCLK		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SPI3_SSIN		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SSD_BFH		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SSD_RESET_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	ST_PCIE_CLKREQ0_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	ST_PCIE_PERST0_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SWD_TCK_OUT2		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SWD_TMS3		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SWD_TMS4		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	SWD_TMS5		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	TESTMODE		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	THROTTLE_TRIGGER0_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	THROTTLE_TRIGGER1_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	THROTTLE_TRIGGER2_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	THROTTLE_TRIGGER3_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	THROTTLE_TRIGGER4_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	TST_CLKOUT		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	UART0_RXD		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	UART0_TXD		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	UART1_CTSN		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	UART1_RTSN		i/o	PAT	NR	0	0		0	Edge	0.000000049			Auto		
	TSETCAPTR	0.0000001	UART3_CTSN		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	UART3_RTSN		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	UART3_RXD		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	UART3_TXD		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	UART4_RXD		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	UART4_TXD		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	UID_MODE_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	UNTRUSTED_BOOTCONFIG		i/o	PAT	NR	0	0			Off				Auto		
	TSETCAPTR	0.0000001	XI0		i/o	PAT	RL	0	0.00000005	0.00000009		Off				Auto		
	XI0_Diff_Port	=1/_XI0_Diff_Freq_VAR	XI0_PA		PA_FRC	PA	RTN		0	=0.5/_XI0_Diff_Freq_VAR		Off				Auto		
	XI0_Diff_Port	=1/_XI0_Diff_Freq_VAR	REFCLK_XI0_XO0	=1/_SBC_Freq_Glb	PA_DUT_CLK	PA	STAY				0	Off				Auto		
	RT_CLK32768_Port	=1/_RT_CLK32768_Freq_VAR	RT_CLK32768_PA		PA_FRC	PA	RTN		0	=0.5/_RT_CLK32768_Freq_VAR		Off				Auto		
	RT_CLK32768_Port	=1/_RT_CLK32768_Freq_VAR	REFCLK_RT_CLK32768	=1/_SBC_Freq_Glb	PA_DUT_CLK	PA	STAY				0	Off				Auto		
